token,model,logprob_sum,count
2238,delphi-llama2-200k,-2038.5104305744171,338
1285,delphi-llama2-200k,-2791.370904768817,1261
2841,delphi-llama2-200k,-1316.261595606804,215
1859,delphi-llama2-200k,-1524.542014386505,498
3234,delphi-llama2-200k,-63.65332712139934,151
561,delphi-llama2-200k,-632.676903052954,244
1715,delphi-llama2-200k,-3079.3824870586395,598
781,delphi-llama2-200k,-197.84389799670316,232
1850,delphi-llama2-200k,-2628.9144084453583,531
1798,delphi-llama2-200k,-1704.5370583832264,505
1416,delphi-llama2-200k,-2113.5749858971685,1081
1714,delphi-llama2-200k,-1882.5998646840453,605
3454,delphi-llama2-200k,-1079.1755207777023,170
2436,delphi-llama2-200k,-929.4068543687463,282
3077,delphi-llama2-200k,-1172.2547686100006,165
2839,delphi-llama2-200k,-660.8885461241007,175
3047,delphi-llama2-200k,-788.547643661499,168
3629,delphi-llama2-200k,-735.1246196962893,161
1429,delphi-llama2-200k,-2406.9168346449733,629
2006,delphi-llama2-200k,-2441.660199433565,434
1967,delphi-llama2-200k,-1280.439438007772,447
2271,delphi-llama2-200k,-1171.5358934253454,348
3929,delphi-llama2-200k,-515.8534488640726,180
2345,delphi-llama2-200k,-1575.207572877407,351
292,delphi-llama2-200k,-793.3262266553938,373
528,delphi-llama2-200k,-556.0278700338677,405
4093,delphi-llama2-200k,-4.776625633239746,1
556,delphi-llama2-200k,-2139.451138935983,368
1568,delphi-llama2-200k,-3259.7324557304382,809
3584,delphi-llama2-200k,-506.08618968725204,125
2603,delphi-llama2-200k,-912.1508677490056,258
3397,delphi-llama2-200k,-899.7090223431587,162
3979,delphi-llama2-200k,-823.4688861370087,113
3865,delphi-llama2-200k,-436.63935697823763,145
1073,delphi-llama2-200k,-298.71651452220976,146
3677,delphi-llama2-200k,-588.0378549434245,130
2377,delphi-llama2-200k,-1604.2414992451668,302
1564,delphi-llama2-200k,-3868.5026625990868,798
2069,delphi-llama2-200k,-1533.855037741363,417
271,delphi-llama2-200k,-2433.4312216304243,340
293,delphi-llama2-200k,-1208.7357186363079,850
834,delphi-llama2-200k,-381.6981785595417,200
3412,delphi-llama2-200k,-745.6189606264234,182
1307,delphi-llama2-200k,-2806.9767837822437,802
2432,delphi-llama2-200k,-1136.2919297087938,337
3031,delphi-llama2-200k,-587.7346828915179,185
2596,delphi-llama2-200k,-871.9063347242773,327
710,delphi-llama2-200k,-1388.8863790631294,225
4058,delphi-llama2-200k,-729.2865120366914,673
2209,delphi-llama2-200k,-175.4152213037014,38
2664,delphi-llama2-200k,-1884.953908443451,241
1510,delphi-llama2-200k,-4383.721808314323,875
3104,delphi-llama2-200k,-816.0110152363777,167
1504,delphi-llama2-200k,-4389.925448536873,822
3652,delphi-llama2-200k,-639.8103042542934,147
2874,delphi-llama2-200k,-716.2005465999246,251
2489,delphi-llama2-200k,-1296.2287601530552,245
536,delphi-llama2-200k,-1615.102966785431,196
555,delphi-llama2-200k,-86.93819085881114,46
4076,delphi-llama2-200k,-1548.7862615734339,346
2269,delphi-llama2-200k,-62.27678777091205,80
1592,delphi-llama2-200k,-2603.0338777452707,612
600,delphi-llama2-200k,-453.76833271980286,95
417,delphi-llama2-200k,-1.3811742634279653,95
3943,delphi-llama2-200k,-876.6674638986588,113
1720,delphi-llama2-200k,-1830.8417657837272,588
3378,delphi-llama2-200k,-755.2607789039612,150
2585,delphi-llama2-200k,-1377.243992447853,272
2117,delphi-llama2-200k,-2412.713059425354,358
743,delphi-llama2-200k,-708.7634958028793,120
1781,delphi-llama2-200k,-120.35941433534026,166
2472,delphi-llama2-200k,-1486.4420560598373,267
485,delphi-llama2-200k,-2610.1778954565525,397
881,delphi-llama2-200k,-571.6944683988113,362
1378,delphi-llama2-200k,-702.6461093425751,88
1469,delphi-llama2-200k,-180.74087756685913,92
913,delphi-llama2-200k,-1183.8540284633636,154
2273,delphi-llama2-200k,-1449.4725604876876,323
1963,delphi-llama2-200k,-1494.1819915436208,436
557,delphi-llama2-200k,-1137.0365319550037,225
1098,delphi-llama2-200k,-1575.3905314952135,386
1734,delphi-llama2-200k,-1736.0509133636951,613
2925,delphi-llama2-200k,-738.9253878369927,235
2435,delphi-llama2-200k,-645.9039602549747,199
277,delphi-llama2-200k,-470.23182342760265,138
400,delphi-llama2-200k,-1149.0730254137889,875
3663,delphi-llama2-200k,-1209.9831718206406,160
3382,delphi-llama2-200k,-694.4168530143797,154
3029,delphi-llama2-200k,-752.3541845679283,189
3857,delphi-llama2-200k,-579.5120812654495,118
2757,delphi-llama2-200k,-1033.4623454511166,233
2625,delphi-llama2-200k,-1135.1355328299105,268
1926,delphi-llama2-200k,-209.75691385264508,267
408,delphi-llama2-200k,-1011.3191738128662,127
1042,delphi-llama2-200k,-752.1778461122885,613
2610,delphi-llama2-200k,-1160.2998884916306,230
3872,delphi-llama2-200k,-720.2683087289333,121
1800,delphi-llama2-200k,-2197.0954442620277,548
1727,delphi-llama2-200k,-3637.745076864958,632
2539,delphi-llama2-200k,-1328.613533258438,249
2944,delphi-llama2-200k,-1103.0577009618282,177
2328,delphi-llama2-200k,-56.72284027701244,51
1402,delphi-llama2-200k,-894.3570291996002,166
3345,delphi-llama2-200k,-126.40915535273962,167
1273,delphi-llama2-200k,-1786.509849795606,1272
2882,delphi-llama2-200k,-1128.3850671052933,203
3129,delphi-llama2-200k,-1230.0456383228302,175
2341,delphi-llama2-200k,-783.0627580285072,289
3007,delphi-llama2-200k,-1060.2753665447235,152
470,delphi-llama2-200k,-422.9822537349537,142
2697,delphi-llama2-200k,-1466.8075404167175,214
1509,delphi-llama2-200k,-340.27935153245926,51
1737,delphi-llama2-200k,-1702.333288550377,400
1347,delphi-llama2-200k,-294.31441728491336,178
2909,delphi-llama2-200k,-1067.9072182178497,203
1160,delphi-llama2-200k,-97.73941904306412,39
2633,delphi-llama2-200k,-1202.199443615973,342
488,delphi-llama2-200k,-426.9981017000973,204
2624,delphi-llama2-200k,-1021.597774207592,271
479,delphi-llama2-200k,-332.40056121116504,299
3614,delphi-llama2-200k,-935.7093980312347,147
2810,delphi-llama2-200k,-640.7086445912719,189
2092,delphi-llama2-200k,-1818.2595109939575,426
3922,delphi-llama2-200k,-909.5193481445312,138
1988,delphi-llama2-200k,-1570.5953326672316,416
2011,delphi-llama2-200k,-1439.1267316490412,421
2787,delphi-llama2-200k,-783.3401287198067,184
1791,delphi-llama2-200k,-2879.184770345688,513
1356,delphi-llama2-200k,-254.97287218272686,129
2838,delphi-llama2-200k,-1439.8061172962189,230
2519,delphi-llama2-200k,-929.8763246238232,133
1671,delphi-llama2-200k,-306.94226598739624,39
3843,delphi-llama2-200k,-999.0848729610443,136
3481,delphi-llama2-200k,-550.7335350997746,192
1771,delphi-llama2-200k,-1850.2877237461507,653
3830,delphi-llama2-200k,-444.06771236658096,141
2323,delphi-llama2-200k,-1169.4773371219635,149
419,delphi-llama2-200k,-1223.6058049642015,1119
3524,delphi-llama2-200k,-439.2898255549371,125
1049,delphi-llama2-200k,-3706.0140285752714,1341
1424,delphi-llama2-200k,-3439.220633223653,932
3909,delphi-llama2-200k,-611.9664187431335,122
2440,delphi-llama2-200k,-1276.3401192724705,272
1729,delphi-llama2-200k,-1696.8012481331825,596
4017,delphi-llama2-200k,-261.29346369951963,107
1590,delphi-llama2-200k,-150.53944629058242,70
2082,delphi-llama2-200k,-1220.7077942490578,216
3241,delphi-llama2-200k,-1376.3692183494568,192
3134,delphi-llama2-200k,-1180.240272283554,193
2312,delphi-llama2-200k,-581.2571412343532,307
1223,delphi-llama2-200k,-3546.052331030369,1274
1149,delphi-llama2-200k,-3244.971223860979,1417
2771,delphi-llama2-200k,-1351.0090842992067,244
3729,delphi-llama2-200k,-611.2177444063127,141
3707,delphi-llama2-200k,-615.810868948698,133
3994,delphi-llama2-200k,-361.0003672912717,95
1857,delphi-llama2-200k,-2290.6984653025866,507
3710,delphi-llama2-200k,-655.5241234302521,113
1959,delphi-llama2-200k,-972.0384342223406,423
3508,delphi-llama2-200k,-676.6494505703449,151
376,delphi-llama2-200k,-1143.1674124789424,711
748,delphi-llama2-200k,-552.3485845443793,476
911,delphi-llama2-200k,-253.7765698027797,192
2090,delphi-llama2-200k,-551.1592234373093,104
3173,delphi-llama2-200k,-1205.6468729376793,187
2881,delphi-llama2-200k,-1392.2289173603058,223
3927,delphi-llama2-200k,-969.6896402835846,137
2232,delphi-llama2-200k,-371.9996356219053,90
2126,delphi-llama2-200k,-42.81859202450141,106
1371,delphi-llama2-200k,-2278.12819830887,728
2749,delphi-llama2-200k,-793.8290746808052,200
1976,delphi-llama2-200k,-743.1156359957531,264
1449,delphi-llama2-200k,-4695.883294045925,974
1459,delphi-llama2-200k,-3236.6089819446206,835
1943,delphi-llama2-200k,-1957.9988746903837,460
1468,delphi-llama2-200k,-1605.6239479891956,514
3848,delphi-llama2-200k,-645.8576503098011,130
1414,delphi-llama2-200k,-2776.471591055393,671
1595,delphi-llama2-200k,-3986.2200357317924,775
2788,delphi-llama2-200k,-260.68420332530513,226
2264,delphi-llama2-200k,-1094.579406350851,208
2910,delphi-llama2-200k,-987.2752828001976,205
1881,delphi-llama2-200k,-2938.5035610198975,559
2061,delphi-llama2-200k,-130.66706173797138,231
2051,delphi-llama2-200k,-1266.084056019783,179
356,delphi-llama2-200k,-720.8799399887212,711
1828,delphi-llama2-200k,-862.5341659057885,263
2723,delphi-llama2-200k,-1182.3357512950897,222
1205,delphi-llama2-200k,-5859.847268402576,1338
1843,delphi-llama2-200k,-1783.7134567946196,467
592,delphi-llama2-200k,-305.8122684210539,302
3486,delphi-llama2-200k,-738.8085661530495,128
1765,delphi-llama2-200k,-2079.5998026430607,586
3288,delphi-llama2-200k,-819.8462184071541,164
972,delphi-llama2-200k,-6216.544969740324,1840
2931,delphi-llama2-200k,-603.2966558746994,166
2974,delphi-llama2-200k,-579.2434711959213,193
1464,delphi-llama2-200k,-2901.6251993859187,875
2725,delphi-llama2-200k,-1336.5086815357208,247
3464,delphi-llama2-200k,-338.986523902975,116
2448,delphi-llama2-200k,-715.3053185939789,125
2215,delphi-llama2-200k,-705.7742888554931,369
1242,delphi-llama2-200k,-4366.631404750049,860
511,delphi-llama2-200k,-3963.3350023813546,861
3498,delphi-llama2-200k,-526.3480833210051,148
2533,delphi-llama2-200k,-1817.226911187172,410
2421,delphi-llama2-200k,-853.2545063961297,283
2415,delphi-llama2-200k,-1855.9560751914978,285
401,delphi-llama2-200k,-413.3811266422272,96
621,delphi-llama2-200k,-448.1642601005733,326
1151,delphi-llama2-200k,-826.0276426495984,583
2588,delphi-llama2-200k,-1386.8478713035583,234
3399,delphi-llama2-200k,-1228.090317249298,162
1007,delphi-llama2-200k,-208.96340809122194,189
1677,delphi-llama2-200k,-1753.3883802890778,698
2626,delphi-llama2-200k,-713.8432218572125,237
1662,delphi-llama2-200k,-2614.453289926052,667
2737,delphi-llama2-200k,-1254.7502158880234,229
2353,delphi-llama2-200k,-692.957745751366,331
1295,delphi-llama2-200k,-2853.6741615645587,1143
699,delphi-llama2-200k,-3249.2849873155355,600
808,delphi-llama2-200k,-294.59858019277453,62
3370,delphi-llama2-200k,-792.0985600054264,167
1909,delphi-llama2-200k,-1503.9780402258039,497
3075,delphi-llama2-200k,-1182.2898938655853,185
1884,delphi-llama2-200k,-1478.511622607708,209
3659,delphi-llama2-200k,-516.2204795777798,151
2077,delphi-llama2-200k,-1366.371871355921,402
2550,delphi-llama2-200k,-798.1766509544104,287
2509,delphi-llama2-200k,-1627.31864631176,278
2445,delphi-llama2-200k,-1743.331349015236,325
294,delphi-llama2-200k,-1087.5056853294373,155
1928,delphi-llama2-200k,-1402.1289902627468,294
3881,delphi-llama2-200k,-750.5692024230957,124
2125,delphi-llama2-200k,-1023.8964341264218,443
1676,delphi-llama2-200k,-2126.8083550632,605
2507,delphi-llama2-200k,-1607.5788989067078,241
2708,delphi-llama2-200k,-1304.0234034061432,198
452,delphi-llama2-200k,-1445.541472364217,256
2384,delphi-llama2-200k,-105.79199896147475,147
2900,delphi-llama2-200k,-1090.770816296339,230
3695,delphi-llama2-200k,-1181.7172560691833,156
1978,delphi-llama2-200k,-1339.0289515797049,430
2202,delphi-llama2-200k,-1401.1404525376856,318
2859,delphi-llama2-200k,-1472.936629652977,223
319,delphi-llama2-200k,-2698.3911504745483,366
3561,delphi-llama2-200k,-1249.431394085288,207
3557,delphi-llama2-200k,-810.1711138486862,134
3379,delphi-llama2-200k,-668.4185539484024,165
2477,delphi-llama2-200k,-770.1206047115847,275
2698,delphi-llama2-200k,-553.55163211748,208
2221,delphi-llama2-200k,-1148.0985061526299,352
1563,delphi-llama2-200k,-1845.8620363734663,581
953,delphi-llama2-200k,-906.9832212477922,217
4072,delphi-llama2-200k,-2409.959308743477,545
353,delphi-llama2-200k,-145.45890093874186,240
1674,delphi-llama2-200k,-1681.7638257443905,686
3080,delphi-llama2-200k,-447.98973265103996,162
3575,delphi-llama2-200k,-1121.8651152849197,140
4084,delphi-llama2-200k,-420.80951534211636,107
619,delphi-llama2-200k,-442.80551191978157,243
3786,delphi-llama2-200k,-772.3774216175079,131
3469,delphi-llama2-200k,-1047.7571020126343,165
3600,delphi-llama2-200k,-492.2188289165497,142
3683,delphi-llama2-200k,-461.5374771486968,147
1689,delphi-llama2-200k,-2109.3958334736526,686
3907,delphi-llama2-200k,-930.4948382377625,115
3681,delphi-llama2-200k,-68.00353805348277,116
1658,delphi-llama2-200k,-1422.062873199582,645
1678,delphi-llama2-200k,-2796.4748171269894,556
3030,delphi-llama2-200k,-1167.6556676626205,194
2586,delphi-llama2-200k,-906.3443174362183,282
1384,delphi-llama2-200k,-1021.6219189167023,157
1327,delphi-llama2-200k,-1962.9342737272382,670
1632,delphi-llama2-200k,-3565.791131556034,679
2313,delphi-llama2-200k,-1208.7682049274445,286
2704,delphi-llama2-200k,-960.7575920373201,209
2156,delphi-llama2-200k,-1235.7056957930326,249
2405,delphi-llama2-200k,-1820.325820684433,264
983,delphi-llama2-200k,-2915.611344432924,1833
964,delphi-llama2-200k,-54.28490104409866,347
2514,delphi-llama2-200k,-710.4257716834545,267
566,delphi-llama2-200k,-276.8025167994201,262
2123,delphi-llama2-200k,-2015.5738317966461,414
3431,delphi-llama2-200k,-916.5007864832878,165
3316,delphi-llama2-200k,-507.13971588015556,197
2917,delphi-llama2-200k,-1418.4136624336243,191
1806,delphi-llama2-200k,-2333.706629348919,603
3405,delphi-llama2-200k,-363.8180934600532,148
1667,delphi-llama2-200k,-2559.5956268999726,598
3944,delphi-llama2-200k,-515.231106325984,115
3168,delphi-llama2-200k,-989.2203032970428,193
2866,delphi-llama2-200k,-846.35881960392,218
2654,delphi-llama2-200k,-579.3176384046674,203
1338,delphi-llama2-200k,-3992.3013951294124,1114
3426,delphi-llama2-200k,-1047.7336720526218,191
912,delphi-llama2-200k,-218.79914739902597,82
1680,delphi-llama2-200k,-786.0066394302994,428
2643,delphi-llama2-200k,-760.837997674942,106
308,delphi-llama2-200k,-1263.5948559595272,648
3750,delphi-llama2-200k,-514.3203834611923,187
3642,delphi-llama2-200k,-760.52406924963,132
2587,delphi-llama2-200k,-1585.668679356575,266
1903,delphi-llama2-200k,-1151.3678325936198,280
3298,delphi-llama2-200k,-1020.9182626008987,167
2748,delphi-llama2-200k,-1338.4760063886642,237
3885,delphi-llama2-200k,-225.84507854282856,54
2695,delphi-llama2-200k,-1595.0293102264404,219
3581,delphi-llama2-200k,-988.5980795621872,165
1466,delphi-llama2-200k,-2298.750183045864,677
2566,delphi-llama2-200k,-477.31455912068486,137
2474,delphi-llama2-200k,-1269.76539427042,301
1535,delphi-llama2-200k,-2071.3154181092978,810
3738,delphi-llama2-200k,-263.5927068516612,97
3475,delphi-llama2-200k,-747.2952615320683,145
2584,delphi-llama2-200k,-164.66277272906154,246
1794,delphi-llama2-200k,-2047.267943572253,510
3000,delphi-llama2-200k,-1467.565094947815,214
2868,delphi-llama2-200k,-1183.3519880622625,223
1979,delphi-llama2-200k,-1833.88684842363,493
3952,delphi-llama2-200k,-34.57037241477519,127
963,delphi-llama2-200k,-81.791179722175,36
2107,delphi-llama2-200k,-1085.8975295983255,370
3951,delphi-llama2-200k,-470.8073298931122,117
742,delphi-llama2-200k,-1554.687996506691,210
360,delphi-llama2-200k,-709.4536138176918,155
2324,delphi-llama2-200k,-1987.6455268859863,324
3516,delphi-llama2-200k,-1109.5065202713013,165
2502,delphi-llama2-200k,-172.74285628646612,142
3478,delphi-llama2-200k,-606.3120886962861,167
458,delphi-llama2-200k,-2319.9779939055443,316
2528,delphi-llama2-200k,-1625.5866479873657,310
3905,delphi-llama2-200k,-672.9616529941559,124
2825,delphi-llama2-200k,-642.6471302397549,184
3038,delphi-llama2-200k,-1272.465888261795,179
3262,delphi-llama2-200k,-1129.4576573371887,168
1833,delphi-llama2-200k,-1629.88185492903,525
714,delphi-llama2-200k,-275.343079155311,412
298,delphi-llama2-200k,-890.9852696210146,147
2644,delphi-llama2-200k,-68.51054762303829,41
1351,delphi-llama2-200k,-2554.517689600587,775
1482,delphi-llama2-200k,-114.09242797782645,72
414,delphi-llama2-200k,-438.94632291793823,94
3724,delphi-llama2-200k,-899.7657108306885,119
3293,delphi-llama2-200k,-928.079045176506,170
351,delphi-llama2-200k,-143.4500984940678,112
3299,delphi-llama2-200k,-1603.2046065330505,195
611,delphi-llama2-200k,-668.5525462627411,87
499,delphi-llama2-200k,-633.2495512915775,308
1193,delphi-llama2-200k,-140.36875393986702,73
661,delphi-llama2-200k,-89.71588730276562,100
1389,delphi-llama2-200k,-978.1308553218842,116
2852,delphi-llama2-200k,-56.4291548281908,31
826,delphi-llama2-200k,-289.3886705962941,85
630,delphi-llama2-200k,-294.9697014207486,233
2381,delphi-llama2-200k,-233.59762864973163,181
2177,delphi-llama2-200k,-1535.2001565918326,344
1520,delphi-llama2-200k,-1917.13512476068,726
3247,delphi-llama2-200k,-598.1607381738722,201
1438,delphi-llama2-200k,-91.81444006180391,147
2604,delphi-llama2-200k,-1623.5367002487183,250
1613,delphi-llama2-200k,-4333.866420984268,725
3243,delphi-llama2-200k,-831.4677964448929,174
2346,delphi-llama2-200k,-1157.0678006261587,318
2284,delphi-llama2-200k,-1404.393093407154,335
3876,delphi-llama2-200k,-435.26072543114424,150
2028,delphi-llama2-200k,-1725.3377130031586,358
2954,delphi-llama2-200k,-138.54407573491335,145
3734,delphi-llama2-200k,-527.5626401305199,128
2295,delphi-llama2-200k,-1134.0499387830496,306
3082,delphi-llama2-200k,-1354.7648165225983,216
1764,delphi-llama2-200k,-2341.0474766492844,569
2053,delphi-llama2-200k,-1731.2290521264076,413
1423,delphi-llama2-200k,-4031.3408609628677,926
884,delphi-llama2-200k,-3396.907260157168,596
2428,delphi-llama2-200k,-1795.8682088851929,275
3358,delphi-llama2-200k,-734.4603848457336,171
2231,delphi-llama2-200k,-48.182494163513184,12
3166,delphi-llama2-200k,-1299.801019668579,189
2285,delphi-llama2-200k,-421.5671912431717,101
2926,delphi-llama2-200k,-1185.3075711876154,200
1790,delphi-llama2-200k,-2071.9427503719926,520
3200,delphi-llama2-200k,-957.4650374650955,187
1312,delphi-llama2-200k,-1197.3640010356903,150
3933,delphi-llama2-200k,-417.81344816833735,108
2045,delphi-llama2-200k,-1782.2493881583214,393
329,delphi-llama2-200k,-331.06057764589787,126
2557,delphi-llama2-200k,-1524.0025616884232,282
916,delphi-llama2-200k,-102.21200624853373,39
279,delphi-llama2-200k,-7166.699695885181,1021
2362,delphi-llama2-200k,-1754.10964345932,314
1140,delphi-llama2-200k,-101.75262033194304,64
2018,delphi-llama2-200k,-1421.5340905189514,191
751,delphi-llama2-200k,-456.64930374152027,502
1422,delphi-llama2-200k,-58.46887921914458,87
2397,delphi-llama2-200k,-613.235223531723,93
2140,delphi-llama2-200k,-226.61671162676066,102
309,delphi-llama2-200k,-3180.094052474946,736
1450,delphi-llama2-200k,-4050.943251490593,929
274,delphi-llama2-200k,-1203.9500350952148,154
2530,delphi-llama2-200k,-1499.1373164653778,283
2922,delphi-llama2-200k,-921.5895688924938,213
1709,delphi-llama2-200k,-1361.4640698377043,445
693,delphi-llama2-200k,-1127.1485381126404,145
1287,delphi-llama2-200k,-1295.76162981987,208
1451,delphi-llama2-200k,-132.13478661654517,99
3187,delphi-llama2-200k,-528.907895646058,152
451,delphi-llama2-200k,-637.0697872224264,445
3852,delphi-llama2-200k,-555.0119090601802,127
3281,delphi-llama2-200k,-986.4920832812786,185
3034,delphi-llama2-200k,-547.135376393795,156
1840,delphi-llama2-200k,-1269.4554495671764,524
2987,delphi-llama2-200k,-295.0223567634821,61
1015,delphi-llama2-200k,-2856.6803628504276,725
3123,delphi-llama2-200k,-556.4848452992737,211
3494,delphi-llama2-200k,-428.15994769893587,161
2004,delphi-llama2-200k,-1505.8975029736757,422
1696,delphi-llama2-200k,-569.8826727867126,64
3682,delphi-llama2-200k,-937.4977753162384,148
2623,delphi-llama2-200k,-911.2855794131756,252
2008,delphi-llama2-200k,-2050.3571388572454,524
2096,delphi-llama2-200k,-552.0275527238846,84
2055,delphi-llama2-200k,-1912.2852084040642,424
2187,delphi-llama2-200k,-1607.800311088562,228
1380,delphi-llama2-200k,-2017.2905370565131,792
2564,delphi-llama2-200k,-1217.8033426702023,240
3856,delphi-llama2-200k,-504.9464496895671,116
2430,delphi-llama2-200k,-721.4757926538587,272
2357,delphi-llama2-200k,-1787.719308257103,339
3463,delphi-llama2-200k,-811.6226005554199,142
671,delphi-llama2-200k,-295.0334026813507,41
2286,delphi-llama2-200k,-294.58227784279734,185
2772,delphi-llama2-200k,-1677.262051820755,254
1245,delphi-llama2-200k,-3172.3459248021245,910
1548,delphi-llama2-200k,-136.60396595299244,36
1234,delphi-llama2-200k,-107.06879214616492,503
2168,delphi-llama2-200k,-719.6348629314452,236
2887,delphi-llama2-200k,-1377.5467904806137,214
1604,delphi-llama2-200k,-339.0608766078949,57
767,delphi-llama2-200k,-151.69232489634305,288
2277,delphi-llama2-200k,-93.99499423988163,55
3711,delphi-llama2-200k,-122.04932840541005,135
1559,delphi-llama2-200k,-575.987375356257,275
3170,delphi-llama2-200k,-550.3570648804307,173
2571,delphi-llama2-200k,-1680.8513231277466,248
3489,delphi-llama2-200k,-987.3572468757629,151
315,delphi-llama2-200k,-778.5505462186411,501
833,delphi-llama2-200k,-594.2709467071109,359
3294,delphi-llama2-200k,-669.9980982989073,157
3052,delphi-llama2-200k,-890.2468191832304,172
3845,delphi-llama2-200k,-511.8021260332316,166
3984,delphi-llama2-200k,-213.69782228767872,140
3826,delphi-llama2-200k,-746.4980138540268,113
2829,delphi-llama2-200k,-939.2935456857085,211
2330,delphi-llama2-200k,-1754.299297273159,340
1446,delphi-llama2-200k,-93.21619948651642,109
3804,delphi-llama2-200k,-1010.7321310043335,122
2501,delphi-llama2-200k,-755.7513648672029,283
3323,delphi-llama2-200k,-879.9668032601476,178
1491,delphi-llama2-200k,-2692.1944677978754,934
1757,delphi-llama2-200k,-3596.3992002010345,571
598,delphi-llama2-200k,-345.1472746138461,340
2505,delphi-llama2-200k,-1551.7190848588943,260
3864,delphi-llama2-200k,-435.51635048538446,98
2185,delphi-llama2-200k,-1676.414443075657,371
2416,delphi-llama2-200k,-1835.7141595482826,371
1705,delphi-llama2-200k,-1806.2344007603824,598
521,delphi-llama2-200k,-413.23913098685443,287
1224,delphi-llama2-200k,-3630.2332231421024,1114
3271,delphi-llama2-200k,-910.6407519578934,171
2398,delphi-llama2-200k,-138.8222028017044,24
1411,delphi-llama2-200k,-33.35257923603058,13
259,delphi-llama2-200k,-5608.201197840273,897
2178,delphi-llama2-200k,-1809.6547320783138,360
3493,delphi-llama2-200k,-540.722368568182,158
650,delphi-llama2-200k,-8608.032128770836,4634
3815,delphi-llama2-200k,-465.0280715227127,123
646,delphi-llama2-200k,-143.86601794045419,764
4064,delphi-llama2-200k,-1311.792518980801,378
473,delphi-llama2-200k,-412.9126598413568,347
691,delphi-llama2-200k,-129.44527826830745,150
2696,delphi-llama2-200k,-1075.7418301329017,340
938,delphi-llama2-200k,-542.4032533168793,59
2823,delphi-llama2-200k,-43.946237550117075,69
3966,delphi-llama2-200k,-638.6916312873363,133
2821,delphi-llama2-200k,-156.11519527435303,15
1045,delphi-llama2-200k,-129.43743507005274,184
1257,delphi-llama2-200k,-304.66242120054085,423
2245,delphi-llama2-200k,-752.5238545443863,410
3553,delphi-llama2-200k,-971.8053684830666,201
3727,delphi-llama2-200k,-674.0123354792595,130
2511,delphi-llama2-200k,-1279.8904025554657,265
615,delphi-llama2-200k,-283.9905459340662,145
1544,delphi-llama2-200k,-85.39047432132065,98
2167,delphi-llama2-200k,-366.1158504486084,64
2765,delphi-llama2-200k,-456.9783501625061,52
299,delphi-llama2-200k,-4434.71294073388,734
337,delphi-llama2-200k,-999.8378687081859,399
1390,delphi-llama2-200k,-145.88134333421476,188
3276,delphi-llama2-200k,-778.8366317376494,172
328,delphi-llama2-200k,-2672.232289120555,544
947,delphi-llama2-200k,-72.01334619522095,18
3429,delphi-llama2-200k,-118.79793347930536,143
1856,delphi-llama2-200k,-829.1933269500732,96
3476,delphi-llama2-200k,-696.5805431175977,170
2794,delphi-llama2-200k,-716.6911949068308,159
1842,delphi-llama2-200k,-1543.1532179582864,624
3455,delphi-llama2-200k,-1133.6594023704529,188
2252,delphi-llama2-200k,-2506.13536298275,394
2426,delphi-llama2-200k,-913.6487624645233,132
819,delphi-llama2-200k,-226.89634241641033,364
3608,delphi-llama2-200k,-481.77517388015985,127
2494,delphi-llama2-200k,-643.5617669560015,211
2089,delphi-llama2-200k,-1572.543124616146,429
2206,delphi-llama2-200k,-1125.494396686554,229
2747,delphi-llama2-200k,-1559.0199120044708,217
1170,delphi-llama2-200k,-144.32664650678635,45
2553,delphi-llama2-200k,-1226.897447064519,235
2309,delphi-llama2-200k,-1780.607490554452,311
1614,delphi-llama2-200k,-128.95934902131557,73
3098,delphi-llama2-200k,-1269.5082267522812,221
3684,delphi-llama2-200k,-844.4581406116486,139
1540,delphi-llama2-200k,-18.39652935229242,18
2263,delphi-llama2-200k,-1411.3574772980064,352
1939,delphi-llama2-200k,-2141.6434159204364,457
1950,delphi-llama2-200k,-1626.3875380530953,463
3491,delphi-llama2-200k,-730.7671339511871,150
3771,delphi-llama2-200k,-499.5738327950239,150
1624,delphi-llama2-200k,-1757.073575682938,649
1995,delphi-llama2-200k,-1490.4310169368982,289
2274,delphi-llama2-200k,-1121.0594620648772,326
3908,delphi-llama2-200k,-951.7823848724365,134
1357,delphi-llama2-200k,-23.688669314607978,60
3702,delphi-llama2-200k,-423.5882453918457,118
3499,delphi-llama2-200k,-885.7280509471893,157
2116,delphi-llama2-200k,-2470.6261372566223,426
929,delphi-llama2-200k,-1679.1728084087372,279
1339,delphi-llama2-200k,-124.05001051723957,83
2544,delphi-llama2-200k,-1414.501228094101,244
2731,delphi-llama2-200k,-477.41864013671875,52
426,delphi-llama2-200k,-189.3646867312491,172
3066,delphi-llama2-200k,-1095.6671087741852,182
1370,delphi-llama2-200k,-2829.1984220873564,846
1695,delphi-llama2-200k,-2769.7343030571938,596
2752,delphi-llama2-200k,-1800.8911870494485,292
2691,delphi-llama2-200k,-672.5684304237366,88
2942,delphi-llama2-200k,-78.02781295776367,10
2559,delphi-llama2-200k,-1032.6941839456558,239
1681,delphi-llama2-200k,-2948.653618711978,698
1355,delphi-llama2-200k,-146.81627608521376,287
1687,delphi-llama2-200k,-3833.375344276428,615
971,delphi-llama2-200k,-442.64504623413086,68
2660,delphi-llama2-200k,-733.9813849925995,100
3495,delphi-llama2-200k,-96.70845447177999,171
2161,delphi-llama2-200k,-83.4497930854559,120
1184,delphi-llama2-200k,-1549.499886751175,187
