token,model,logprob_sum,count
929,delphi-llama2-25.6m,-891.9551370521076,279
1339,delphi-llama2-25.6m,-27.870913819264388,83
2544,delphi-llama2-25.6m,-934.4598454120569,244
2731,delphi-llama2-25.6m,-308.6211629733443,52
426,delphi-llama2-25.6m,-48.732607878002455,172
3066,delphi-llama2-25.6m,-666.7337603382766,182
1370,delphi-llama2-25.6m,-1639.5132112174906,846
1695,delphi-llama2-25.6m,-1267.3260522797937,596
2752,delphi-llama2-25.6m,-803.915687394503,292
2691,delphi-llama2-25.6m,-365.5154262110591,88
2942,delphi-llama2-25.6m,-52.019992768764496,10
2559,delphi-llama2-25.6m,-633.3881561458111,239
1681,delphi-llama2-25.6m,-1387.5453803032287,698
1355,delphi-llama2-25.6m,-44.85790971009919,287
1687,delphi-llama2-25.6m,-2047.6397803174332,615
971,delphi-llama2-25.6m,-239.16191047430038,68
2660,delphi-llama2-25.6m,-314.89076470478904,100
3495,delphi-llama2-25.6m,-37.869791893185266,171
2161,delphi-llama2-25.6m,-27.081920573458774,120
1184,delphi-llama2-25.6m,-886.717104787007,187
684,delphi-llama2-25.6m,-92.05000279699038,268
1664,delphi-llama2-25.6m,-9.568111509204982,206
2558,delphi-llama2-25.6m,-409.84801391512156,97
618,delphi-llama2-25.6m,-50.13334667683921,131
3796,delphi-llama2-25.6m,-10.797404670343326,136
3631,delphi-llama2-25.6m,-252.04454700439237,155
927,delphi-llama2-25.6m,-177.039546993994,620
1623,delphi-llama2-25.6m,-722.3623487187433,564
1278,delphi-llama2-25.6m,-541.1011157125467,197
3079,delphi-llama2-25.6m,-757.7211910029873,205
1040,delphi-llama2-25.6m,-1743.5880711596437,1821
297,delphi-llama2-25.6m,-2915.1487913274577,1112
1240,delphi-llama2-25.6m,-67.26414810825918,146
1969,delphi-llama2-25.6m,-526.0819586019643,399
1780,delphi-llama2-25.6m,-672.1127032220829,485
3001,delphi-llama2-25.6m,-416.00822241339483,231
2281,delphi-llama2-25.6m,-47.016984707728625,48
2216,delphi-llama2-25.6m,-31.497343802258456,82
2724,delphi-llama2-25.6m,-707.3876130953431,194
1329,delphi-llama2-25.6m,-17.771500482952206,158
2050,delphi-llama2-25.6m,-554.234852760972,439
2740,delphi-llama2-25.6m,-722.2885837916401,216
935,delphi-llama2-25.6m,-51.13638331764287,288
1501,delphi-llama2-25.6m,-64.96117313043396,234
998,delphi-llama2-25.6m,-60.82700399403802,70
1081,delphi-llama2-25.6m,-472.75816183909774,172
1286,delphi-llama2-25.6m,-805.1646744343452,308
2792,delphi-llama2-25.6m,-260.25782874482684,215
2173,delphi-llama2-25.6m,-438.4208902033279,350
2423,delphi-llama2-25.6m,-502.53328239981784,275
2777,delphi-llama2-25.6m,-12.662265468475198,23
3745,delphi-llama2-25.6m,-262.20160618273076,104
3028,delphi-llama2-25.6m,-191.28423596645007,120
1277,delphi-llama2-25.6m,-277.0047792235273,167
2642,delphi-llama2-25.6m,-34.89160927877674,136
2850,delphi-llama2-25.6m,-46.15531152973563,209
2331,delphi-llama2-25.6m,-566.577585657069,388
3446,delphi-llama2-25.6m,-271.1308383923315,137
1711,delphi-llama2-25.6m,-219.54524952173233,60
774,delphi-llama2-25.6m,-48.05315902877453,167
3902,delphi-llama2-25.6m,-477.2451546252705,128
1324,delphi-llama2-25.6m,-11.491558446397903,52
3217,delphi-llama2-25.6m,-376.6009724121541,176
3044,delphi-llama2-25.6m,-21.724622187859495,47
2988,delphi-llama2-25.6m,-333.9264379963279,165
3766,delphi-llama2-25.6m,-345.21058922540396,125
3599,delphi-llama2-25.6m,-478.7243818438146,136
1111,delphi-llama2-25.6m,-77.47206541130436,134
2431,delphi-llama2-25.6m,-1114.279830429703,396
2085,delphi-llama2-25.6m,-1750.522805098095,449
3190,delphi-llama2-25.6m,-767.052114620572,179
2894,delphi-llama2-25.6m,-709.9921680754051,234
1583,delphi-llama2-25.6m,-2506.6043053109606,784
2573,delphi-llama2-25.6m,-238.55043870912777,253
389,delphi-llama2-25.6m,-79.75497820381497,148
1512,delphi-llama2-25.6m,-604.5557718988857,174
1024,delphi-llama2-25.6m,-627.9526927481638,848
3912,delphi-llama2-25.6m,-108.2378243185085,146
1744,delphi-llama2-25.6m,-699.7825960175469,567
3643,delphi-llama2-25.6m,-481.8581015874079,126
2491,delphi-llama2-25.6m,-50.94626780449471,116
2668,delphi-llama2-25.6m,-324.3164394943742,247
2204,delphi-llama2-25.6m,-852.8783315028995,339
942,delphi-llama2-25.6m,-549.8145495064091,214
2911,delphi-llama2-25.6m,-479.5295647245366,197
3385,delphi-llama2-25.6m,-631.9567866893485,202
2686,delphi-llama2-25.6m,-665.0237701678707,276
2282,delphi-llama2-25.6m,-1257.120170091628,387
1834,delphi-llama2-25.6m,-809.332963084431,388
1591,delphi-llama2-25.6m,-94.83285414248257,308
3685,delphi-llama2-25.6m,-379.8419357985258,152
2418,delphi-llama2-25.6m,-1434.1879120822996,297
816,delphi-llama2-25.6m,-1520.4303116446245,419
918,delphi-llama2-25.6m,-66.31253813491026,303
2303,delphi-llama2-25.6m,-494.25232706890165,351
1905,delphi-llama2-25.6m,-521.7786330846138,472
2753,delphi-llama2-25.6m,-663.9062368288869,229
1013,delphi-llama2-25.6m,-16.363717555999756,2
404,delphi-llama2-25.6m,-445.5984090671409,138
1147,delphi-llama2-25.6m,-203.6492759231478,62
608,delphi-llama2-25.6m,-62.00802713597215,261
2805,delphi-llama2-25.6m,-300.0851380996173,196
2021,delphi-llama2-25.6m,-442.095948636299,254
2883,delphi-llama2-25.6m,-861.1200009100139,208
3132,delphi-llama2-25.6m,-260.5738367096783,204
2158,delphi-llama2-25.6m,-734.0146656497673,397
2738,delphi-llama2-25.6m,-925.5135693424381,223
3387,delphi-llama2-25.6m,-303.2710979813546,176
749,delphi-llama2-25.6m,-337.147131071426,129
593,delphi-llama2-25.6m,-19.319327211545897,20
2875,delphi-llama2-25.6m,-30.304202682396863,59
2962,delphi-llama2-25.6m,-259.4105273068417,160
1830,delphi-llama2-25.6m,-982.7468129845802,519
3507,delphi-llama2-25.6m,-403.7725391707536,206
1123,delphi-llama2-25.6m,-177.89504801441217,54
2210,delphi-llama2-25.6m,-1414.3790825984906,389
2240,delphi-llama2-25.6m,-374.445364639163,86
1792,delphi-llama2-25.6m,-72.54389178752899,12
3356,delphi-llama2-25.6m,-332.9077340532094,165
2531,delphi-llama2-25.6m,-530.594809049915,283
2994,delphi-llama2-25.6m,-476.1564121693664,178
3764,delphi-llama2-25.6m,-145.0394892989425,111
3703,delphi-llama2-25.6m,-469.26320976391435,134
2327,delphi-llama2-25.6m,-16.787085094745635,110
1899,delphi-llama2-25.6m,-934.7339788670215,397
3926,delphi-llama2-25.6m,-335.3037086427212,104
373,delphi-llama2-25.6m,-35.191705390806646,261
1363,delphi-llama2-25.6m,-1195.6487928817078,1074
1612,delphi-llama2-25.6m,-109.34732711222023,215
866,delphi-llama2-25.6m,-742.3453550040722,194
2429,delphi-llama2-25.6m,-625.8438495555893,150
537,delphi-llama2-25.6m,-13.675859025577665,69
3191,delphi-llama2-25.6m,-572.8319157576188,147
3109,delphi-llama2-25.6m,-996.2430785503238,186
2983,delphi-llama2-25.6m,-255.58001992503705,213
2047,delphi-llama2-25.6m,-45.3958027549088,18
2246,delphi-llama2-25.6m,-200.02321150072385,377
2276,delphi-llama2-25.6m,-25.423525235121815,166
2766,delphi-llama2-25.6m,-400.4880478255218,237
2714,delphi-llama2-25.6m,-366.5501578231342,241
1250,delphi-llama2-25.6m,-379.86392014904413,211
2869,delphi-llama2-25.6m,-348.7931338283961,193
3623,delphi-llama2-25.6m,-220.58219146728516,137
3840,delphi-llama2-25.6m,-7.957086441601632,112
2074,delphi-llama2-25.6m,-551.9992534815683,397
1966,delphi-llama2-25.6m,-262.30454890360124,208
2424,delphi-llama2-25.6m,-39.16186842821843,121
3062,delphi-llama2-25.6m,-497.72414078749716,183
2612,delphi-llama2-25.6m,-497.4822820478512,303
2521,delphi-llama2-25.6m,-934.2568884539587,265
2739,delphi-llama2-25.6m,-767.3627407057211,200
3704,delphi-llama2-25.6m,-230.61862021210254,102
2569,delphi-llama2-25.6m,-257.6450860450277,112
2705,delphi-llama2-25.6m,-459.65317128950846,245
2876,delphi-llama2-25.6m,-355.4651884029736,202
3304,delphi-llama2-25.6m,-571.4937296556309,168
3326,delphi-llama2-25.6m,-589.7883919107262,166
1872,delphi-llama2-25.6m,-201.22884777126455,145
3297,delphi-llama2-25.6m,-693.3060315139592,157
4020,delphi-llama2-25.6m,-414.4545426554978,111
2896,delphi-llama2-25.6m,-497.1367792710662,210
2442,delphi-llama2-25.6m,-694.0249408044765,301
3407,delphi-llama2-25.6m,-187.37993772153277,108
744,delphi-llama2-25.6m,-578.8462734829227,179
2321,delphi-llama2-25.6m,-542.3053923742118,425
2952,delphi-llama2-25.6m,-342.14797844947316,187
2580,delphi-llama2-25.6m,-510.25219986338925,335
3893,delphi-llama2-25.6m,-146.1398331548553,112
4012,delphi-llama2-25.6m,-403.58080299571157,98
3587,delphi-llama2-25.6m,-464.4404277224967,180
2701,delphi-llama2-25.6m,-237.9379352000542,238
1937,delphi-llama2-25.6m,-804.0216134461807,468
2288,delphi-llama2-25.6m,-594.5544496555813,187
3969,delphi-llama2-25.6m,-2.2866520373440835,108
994,delphi-llama2-25.6m,-237.05761449988495,122
2622,delphi-llama2-25.6m,-450.32578553888015,263
3374,delphi-llama2-25.6m,-448.7811651593074,187
3678,delphi-llama2-25.6m,-31.1650981273026,133
2600,delphi-llama2-25.6m,-745.8534992130008,211
2035,delphi-llama2-25.6m,-159.99895997910062,58
1638,delphi-llama2-25.6m,-426.3779647099291,358
2630,delphi-llama2-25.6m,-37.37402737340017,106
2563,delphi-llama2-25.6m,-28.238868731038338,97
2836,delphi-llama2-25.6m,-811.2713018609211,205
1069,delphi-llama2-25.6m,-23.857313356813393,65
3870,delphi-llama2-25.6m,-313.06159414350986,86
2335,delphi-llama2-25.6m,-1007.032507093274,312
2816,delphi-llama2-25.6m,-732.756478313473,204
2449,delphi-llama2-25.6m,-841.6758107498172,296
2702,delphi-llama2-25.6m,-422.5836469491187,258
1472,delphi-llama2-25.6m,-420.90040189173305,184
1948,delphi-llama2-25.6m,-255.866891534999,124
1163,delphi-llama2-25.6m,-135.71770350635052,38
2251,delphi-llama2-25.6m,-786.7096324645099,331
526,delphi-llama2-25.6m,-24.382246397290146,80
3851,delphi-llama2-25.6m,-220.09507421057788,127
3563,delphi-llama2-25.6m,-610.2562070926651,169
1815,delphi-llama2-25.6m,-739.1284214109182,155
1188,delphi-llama2-25.6m,-69.48016884123899,74
2804,delphi-llama2-25.6m,-357.1858010322321,200
3368,delphi-llama2-25.6m,-517.4944692523859,141
3743,delphi-llama2-25.6m,-197.04861522634747,128
2101,delphi-llama2-25.6m,-686.2883795165399,331
3680,delphi-llama2-25.6m,-366.0196105973737,168
2634,delphi-llama2-25.6m,-464.98574312901474,273
1954,delphi-llama2-25.6m,-785.7260468427266,332
2833,delphi-llama2-25.6m,-274.003462826895,187
2729,delphi-llama2-25.6m,-372.9298792188929,203
496,delphi-llama2-25.6m,-1910.1877446659782,766
2364,delphi-llama2-25.6m,-877.5723217016202,295
1835,delphi-llama2-25.6m,-70.59984604604142,112
2576,delphi-llama2-25.6m,-498.0238671954721,287
3618,delphi-llama2-25.6m,-260.50343722035177,160
2137,delphi-llama2-25.6m,-717.3155034307856,360
1415,delphi-llama2-25.6m,-708.3693646442771,258
890,delphi-llama2-25.6m,-25.082101455776183,125
2234,delphi-llama2-25.6m,-572.4729064240237,341
3009,delphi-llama2-25.6m,-326.1558309800457,183
1694,delphi-llama2-25.6m,-324.19775575458334,94
2275,delphi-llama2-25.6m,-880.0193056445569,341
3904,delphi-llama2-25.6m,-127.94196932204068,93
977,delphi-llama2-25.6m,-21.05203116926714,99
3564,delphi-llama2-25.6m,-181.09803648901288,126
1579,delphi-llama2-25.6m,-302.5652080849395,75
2639,delphi-llama2-25.6m,-26.289390582263877,47
3799,delphi-llama2-25.6m,-26.524070162296994,133
3899,delphi-llama2-25.6m,-329.59354639053345,122
3813,delphi-llama2-25.6m,-439.7313057780266,134
2562,delphi-llama2-25.6m,-682.9459430283432,271
1827,delphi-llama2-25.6m,-102.13219717180459,241
3549,delphi-llama2-25.6m,-495.4754899330437,120
4015,delphi-llama2-25.6m,-521.9666163921356,129
3662,delphi-llama2-25.6m,-298.8957333615981,149
2636,delphi-llama2-25.6m,-183.79500856934465,126
3433,delphi-llama2-25.6m,-173.99978579673916,154
3776,delphi-llama2-25.6m,-387.8937094658613,123
1276,delphi-llama2-25.6m,-64.02757090877276,65
321,delphi-llama2-25.6m,-183.83165090401462,385
996,delphi-llama2-25.6m,-76.28952620923519,23
2760,delphi-llama2-25.6m,-300.5333163180039,237
755,delphi-llama2-25.6m,-1520.8230671239726,549
1686,delphi-llama2-25.6m,-67.88062591577295,224
2193,delphi-llama2-25.6m,-45.19858548117372,227
3849,delphi-llama2-25.6m,-252.18871735205175,139
1875,delphi-llama2-25.6m,-629.0819905118333,602
2682,delphi-llama2-25.6m,-775.7791361138225,228
512,delphi-llama2-25.6m,-65.63249403049804,256
3105,delphi-llama2-25.6m,-815.4637000523508,187
3505,delphi-llama2-25.6m,-349.9679672708735,153
880,delphi-llama2-25.6m,-5.689544329640057,95
2475,delphi-llama2-25.6m,-937.2236977173015,316
620,delphi-llama2-25.6m,-88.44922170781865,129
3439,delphi-llama2-25.6m,-260.6923384134716,128
405,delphi-llama2-25.6m,-47.704032798637854,71
352,delphi-llama2-25.6m,-73.96474788353044,304
1575,delphi-llama2-25.6m,-44.05315878966212,51
2982,delphi-llama2-25.6m,-2.9775611758232117,4
1136,delphi-llama2-25.6m,-69.41519736255577,57
2728,delphi-llama2-25.6m,-566.8564261081629,231
3178,delphi-llama2-25.6m,-48.07314041508107,165
2179,delphi-llama2-25.6m,-1240.787928472797,426
1118,delphi-llama2-25.6m,-468.23221494816244,144
3533,delphi-llama2-25.6m,-48.11734407204866,155
2743,delphi-llama2-25.6m,-779.078039387241,225
740,delphi-llama2-25.6m,-70.48701593287115,209
3523,delphi-llama2-25.6m,-346.39207163446554,181
2495,delphi-llama2-25.6m,-388.10231786139775,104
2339,delphi-llama2-25.6m,-0.6327695874984727,86
651,delphi-llama2-25.6m,-57.11863371995423,63
2919,delphi-llama2-25.6m,-494.98610697395634,245
2756,delphi-llama2-25.6m,-385.5299158007547,208
1598,delphi-llama2-25.6m,-1173.5282290651448,771
3573,delphi-llama2-25.6m,-382.8197841013316,161
1989,delphi-llama2-25.6m,-716.7989296449814,391
1816,delphi-llama2-25.6m,-211.56903115287423,73
1159,delphi-llama2-25.6m,-58.31092029933916,153
3937,delphi-llama2-25.6m,-212.22755118110217,148
1777,delphi-llama2-25.6m,-930.3277613324753,258
3640,delphi-llama2-25.6m,-24.911455663007473,134
481,delphi-llama2-25.6m,-14.368556947228171,135
3520,delphi-llama2-25.6m,-342.28167786216363,140
1044,delphi-llama2-25.6m,-19.244959773291697,199
3202,delphi-llama2-25.6m,-0.020928319660015404,6
2419,delphi-llama2-25.6m,-277.46171529591084,67
304,delphi-llama2-25.6m,-210.169225003403,766
2688,delphi-llama2-25.6m,-25.429377686181397,106
2315,delphi-llama2-25.6m,-1395.4178596850252,359
2406,delphi-llama2-25.6m,-271.6669909583288,300
3242,delphi-llama2-25.6m,-238.41739240437164,193
859,delphi-llama2-25.6m,-865.3742093064357,286
2151,delphi-llama2-25.6m,-487.9487689990565,297
1065,delphi-llama2-25.6m,-1.28903255489422,12
2971,delphi-llama2-25.6m,-307.16689679938645,233
3721,delphi-llama2-25.6m,-218.20981435538124,125
358,delphi-llama2-25.6m,-71.22511072889574,129
3156,delphi-llama2-25.6m,-923.6864225071622,206
760,delphi-llama2-25.6m,-627.3727185151911,218
3906,delphi-llama2-25.6m,-285.99956148228375,154
2476,delphi-llama2-25.6m,-346.30705454119015,278
3823,delphi-llama2-25.6m,-504.7927904948592,127
3940,delphi-llama2-25.6m,-159.12835544440895,76
3527,delphi-llama2-25.6m,-64.81317040324211,17
676,delphi-llama2-25.6m,-57.312387817986746,82
1935,delphi-llama2-25.6m,-611.4378733595368,392
4011,delphi-llama2-25.6m,-515.9122560843825,107
3477,delphi-llama2-25.6m,-214.32394067956193,106
2374,delphi-llama2-25.6m,-1111.8445686995983,330
578,delphi-llama2-25.6m,-611.1831383779645,180
2139,delphi-llama2-25.6m,-25.547194410284646,192
2902,delphi-llama2-25.6m,-303.25060996215325,218
2466,delphi-llama2-25.6m,-556.9432064105276,282
3877,delphi-llama2-25.6m,-745.3046186864376,147
392,delphi-llama2-25.6m,-1752.3198385931319,517
2081,delphi-llama2-25.6m,-619.3500015474856,259
1400,delphi-llama2-25.6m,-854.480721909873,501
1531,delphi-llama2-25.6m,-260.66828093575896,82
3195,delphi-llama2-25.6m,-8.925362964497026,170
2213,delphi-llama2-25.6m,-46.1171229169704,17
2901,delphi-llama2-25.6m,-756.7511525549926,197
3809,delphi-llama2-25.6m,-450.68010713532567,104
957,delphi-llama2-25.6m,-765.473199907763,248
2734,delphi-llama2-25.6m,-806.5410444661975,231
3384,delphi-llama2-25.6m,-31.086063189432025,16
2500,delphi-llama2-25.6m,-446.67476007237565,303
3732,delphi-llama2-25.6m,-248.9394567933341,129
3787,delphi-llama2-25.6m,-282.74663458936266,111
3185,delphi-llama2-25.6m,-101.66189490642228,219
3622,delphi-llama2-25.6m,-187.3881597951986,132
2268,delphi-llama2-25.6m,-616.5159609230468,354
2885,delphi-llama2-25.6m,-574.3954544314183,189
1460,delphi-llama2-25.6m,-1616.3533347009216,880
1175,delphi-llama2-25.6m,-757.7500267822761,175
1956,delphi-llama2-25.6m,-29.887366870505502,123
377,delphi-llama2-25.6m,-54.48899902886478,39
540,delphi-llama2-25.6m,-93.41389854388581,95
2370,delphi-llama2-25.6m,-390.71064265444875,94
2176,delphi-llama2-25.6m,-859.0331610360008,386
1346,delphi-llama2-25.6m,-272.40734308294486,112
2615,delphi-llama2-25.6m,-626.5809947216185,267
2249,delphi-llama2-25.6m,-16.75008294829604,82
778,delphi-llama2-25.6m,-66.99681897235723,114
3253,delphi-llama2-25.6m,-173.00928549360833,104
2460,delphi-llama2-25.6m,-224.14964772787062,254
4021,delphi-llama2-25.6m,-235.6476601354443,106
3172,delphi-llama2-25.6m,-670.089418151998,208
3998,delphi-llama2-25.6m,-335.13742753799306,110
2184,delphi-llama2-25.6m,-1292.546037107706,298
423,delphi-llama2-25.6m,-164.2720498235493,387
1656,delphi-llama2-25.6m,-958.3647638119292,717
362,delphi-llama2-25.6m,-56.99497476570832,49
857,delphi-llama2-25.6m,-9.97808625453581,144
1704,delphi-llama2-25.6m,-14.806088507054106,269
3674,delphi-llama2-25.6m,-362.05337430536747,140
3085,delphi-llama2-25.6m,-489.05518568400294,177
1993,delphi-llama2-25.6m,-438.0798822476063,82
3457,delphi-llama2-25.6m,-546.5940771326423,137
4019,delphi-llama2-25.6m,-596.3034734465182,115
3582,delphi-llama2-25.6m,-240.2142007202201,147
933,delphi-llama2-25.6m,-116.71294004428637,267
700,delphi-llama2-25.6m,-333.73504973948,71
1722,delphi-llama2-25.6m,-949.4509838145459,547
1503,delphi-llama2-25.6m,-535.6575884632766,122
1848,delphi-llama2-25.6m,-78.97817227239284,119
564,delphi-llama2-25.6m,-27.851082953881132,245
3822,delphi-llama2-25.6m,-210.23434901135624,130
2150,delphi-llama2-25.6m,-42.13637683898742,82
3588,delphi-llama2-25.6m,-102.0501265451312,43
3874,delphi-llama2-25.6m,-276.93559924932197,131
1087,delphi-llama2-25.6m,-191.24485271054073,468
1566,delphi-llama2-25.6m,-1121.0060962953721,556
2754,delphi-llama2-25.6m,-905.9877421194687,214
1701,delphi-llama2-25.6m,-871.9833065278945,686
3020,delphi-llama2-25.6m,-89.07391840968103,169
2646,delphi-llama2-25.6m,-386.62409668794135,190
3993,delphi-llama2-25.6m,-338.58254161663353,115
1361,delphi-llama2-25.6m,-23.106124765467655,153
1253,delphi-llama2-25.6m,-30.452867302827144,170
3847,delphi-llama2-25.6m,-269.22827541828156,122
1876,delphi-llama2-25.6m,-26.075283497675628,122
1161,delphi-llama2-25.6m,-253.26663102993916,216
3155,delphi-llama2-25.6m,-309.0481530672805,174
3140,delphi-llama2-25.6m,-384.9172924493614,198
2253,delphi-llama2-25.6m,-494.4201019331813,156
3736,delphi-llama2-25.6m,-336.65536795556545,126
2635,delphi-llama2-25.6m,-658.3075698907487,235
2844,delphi-llama2-25.6m,-418.2509581744671,209
2631,delphi-llama2-25.6m,-540.007284461637,303
1996,delphi-llama2-25.6m,-8.342400303590694,60
409,delphi-llama2-25.6m,-232.6755508184433,51
1150,delphi-llama2-25.6m,-1.158240564414882,75
2764,delphi-llama2-25.6m,-1169.0485563259572,276
2201,delphi-llama2-25.6m,-696.5961645241186,397
1874,delphi-llama2-25.6m,-68.16758501785023,268
2262,delphi-llama2-25.6m,-235.50019056606106,318
2007,delphi-llama2-25.6m,-7.871355904420852,92
3509,delphi-llama2-25.6m,-245.1446779902326,165
3198,delphi-llama2-25.6m,-18.488047144841403,16
2485,delphi-llama2-25.6m,-544.3849216007366,280
2228,delphi-llama2-25.6m,-1191.973330083798,341
2904,delphi-llama2-25.6m,-704.413803886855,234
402,delphi-llama2-25.6m,-615.4654868766665,182
2087,delphi-llama2-25.6m,-211.0976090244949,101
1890,delphi-llama2-25.6m,-428.5373272670113,349
3579,delphi-llama2-25.6m,-46.25669728498906,15
2819,delphi-llama2-25.6m,-702.1052477518097,232
3992,delphi-llama2-25.6m,-226.44564324105158,114
2960,delphi-llama2-25.6m,-347.84955548733706,219
2041,delphi-llama2-25.6m,-977.2365644217934,469
1518,delphi-llama2-25.6m,-349.69337708700914,182
3733,delphi-llama2-25.6m,-342.4057281304267,193
3887,delphi-llama2-25.6m,-482.77524948798236,128
2661,delphi-llama2-25.6m,-886.3226834357483,250
490,delphi-llama2-25.6m,-726.0129424025508,227
3884,delphi-llama2-25.6m,-220.15738810993207,126
2017,delphi-llama2-25.6m,-693.2879495876696,432
2348,delphi-llama2-25.6m,-27.2000064071226,147
2079,delphi-llama2-25.6m,-3.214450567940645,136
943,delphi-llama2-25.6m,-112.81189917934171,161
1610,delphi-llama2-25.6m,-208.98607176705264,114
2779,delphi-llama2-25.6m,-700.5502674207091,220
1684,delphi-llama2-25.6m,-239.50091734994203,85
3545,delphi-llama2-25.6m,-344.92069234907103,179
2109,delphi-llama2-25.6m,-458.98091155629663,266
3965,delphi-llama2-25.6m,-181.35729644839012,125
2950,delphi-llama2-25.6m,-732.0063212048262,235
3500,delphi-llama2-25.6m,-513.0020291195251,156
1615,delphi-llama2-25.6m,-1654.8328947937189,729
3609,delphi-llama2-25.6m,-299.36921743376297,144
2308,delphi-llama2-25.6m,-331.4963553211637,336
2059,delphi-llama2-25.6m,-607.297628319895,495
2470,delphi-llama2-25.6m,-13.174068012955104,99
982,delphi-llama2-25.6m,-1093.2601649412536,311
3450,delphi-llama2-25.6m,-217.09461357959663,156
3503,delphi-llama2-25.6m,-159.49230670230463,124
965,delphi-llama2-25.6m,-45.248174937946715,334
891,delphi-llama2-25.6m,-21.565668881870806,58
2465,delphi-llama2-25.6m,-199.50559225650795,126
1754,delphi-llama2-25.6m,-915.1270844052633,632
3539,delphi-llama2-25.6m,-366.5419780265074,142
2856,delphi-llama2-25.6m,-80.0875244603958,41
3687,delphi-llama2-25.6m,-181.82845501217525,102
2529,delphi-llama2-25.6m,-339.5382770969991,191
2337,delphi-llama2-25.6m,-506.2000888517359,295
4085,delphi-llama2-25.6m,-43.88956382292963,38
506,delphi-llama2-25.6m,-679.8532760547823,206
3646,delphi-llama2-25.6m,-244.0944927035016,151
3420,delphi-llama2-25.6m,-20.127328473419766,151
1558,delphi-llama2-25.6m,-594.121969208587,318
1682,delphi-llama2-25.6m,-42.582614889368415,18
1911,delphi-llama2-25.6m,-27.36399188401265,32
1452,delphi-llama2-25.6m,-71.3767558708787,22
3325,delphi-llama2-25.6m,-241.7708945022896,158
3261,delphi-llama2-25.6m,-6.429058593465015,12
3265,delphi-llama2-25.6m,-205.04963723938272,140
2105,delphi-llama2-25.6m,-637.4212631597329,473
3531,delphi-llama2-25.6m,-775.4889643099159,185
1887,delphi-llama2-25.6m,-235.03674409538507,47
2183,delphi-llama2-25.6m,-997.6962106452847,414
1622,delphi-llama2-25.6m,-249.51201923564076,49
2741,delphi-llama2-25.6m,-912.6697882339358,207
3290,delphi-llama2-25.6m,-389.1643910134444,219
3653,delphi-llama2-25.6m,-507.04921588780417,180
783,delphi-llama2-25.6m,-54.9684420123981,310
1331,delphi-llama2-25.6m,-24.15211906202603,98
1176,delphi-llama2-25.6m,-383.66774652851745,116
2526,delphi-llama2-25.6m,-28.866055359989332,126
2930,delphi-llama2-25.6m,-128.3347452977905,224
658,delphi-llama2-25.6m,-552.7788818767294,110
2847,delphi-llama2-25.6m,-535.7325649333652,186
3069,delphi-llama2-25.6m,-416.43823928851634,198
800,delphi-llama2-25.6m,-884.0369590069167,348
2681,delphi-llama2-25.6m,-22.26907401446215,124
2601,delphi-llama2-25.6m,-734.0795905934647,256
2690,delphi-llama2-25.6m,-917.1606519268971,230
2200,delphi-llama2-25.6m,-447.93041012773756,340
2936,delphi-llama2-25.6m,-61.1994399361829,174
3362,delphi-llama2-25.6m,-638.1382784825983,146
2036,delphi-llama2-25.6m,-1199.617554460885,423
3996,delphi-llama2-25.6m,-130.44376259320416,129
1708,delphi-llama2-25.6m,-268.2690543467179,68
2218,delphi-llama2-25.6m,-314.6554142599052,87
3289,delphi-llama2-25.6m,-920.794660301879,171
2855,delphi-llama2-25.6m,-250.1245694765821,60
2898,delphi-llama2-25.6m,-343.96839279805135,209
2154,delphi-llama2-25.6m,-360.00838197080884,364
3240,delphi-llama2-25.6m,-269.9527293320134,162
2492,delphi-llama2-25.6m,-729.8591482476331,271
3462,delphi-llama2-25.6m,-226.5720794598492,130
2248,delphi-llama2-25.6m,-884.6949351765215,352
3819,delphi-llama2-25.6m,-14.804604453653155,137
4005,delphi-llama2-25.6m,-233.9209258928895,109
2899,delphi-llama2-25.6m,-18.599436504076948,152
3798,delphi-llama2-25.6m,-3.6411184347234666,6
794,delphi-llama2-25.6m,-11.956633753779897,192
2446,delphi-llama2-25.6m,-317.43162674902123,151
3165,delphi-llama2-25.6m,-748.8846356616123,195
1325,delphi-llama2-25.6m,-2.259066030710528,22
1763,delphi-llama2-25.6m,-683.6914355398621,232
2687,delphi-llama2-25.6m,-487.22933225316956,339
2015,delphi-llama2-25.6m,-633.2618670119045,443
1582,delphi-llama2-25.6m,-12.161005498557643,27
3161,delphi-llama2-25.6m,-15.326960714475717,13
2254,delphi-llama2-25.6m,-395.11232716514496,361
1739,delphi-llama2-25.6m,-40.81355275470423,111
1443,delphi-llama2-25.6m,-522.0220140522906,192
2409,delphi-llama2-25.6m,-404.2733733614732,288
3541,delphi-llama2-25.6m,-309.38611529557966,151
665,delphi-llama2-25.6m,-30.37383231830495,220
4022,delphi-llama2-25.6m,-116.00591222263756,100
3122,delphi-llama2-25.6m,-473.45756544229516,194
3040,delphi-llama2-25.6m,-305.39590599481016,182
2618,delphi-llama2-25.6m,-466.1770507620313,296
3235,delphi-llama2-25.6m,-997.593167046085,202
3459,delphi-llama2-25.6m,-690.0554254325107,202
2890,delphi-llama2-25.6m,-34.006582009736576,54
3113,delphi-llama2-25.6m,-415.81158537231386,191
2913,delphi-llama2-25.6m,-225.6448521935381,172
3862,delphi-llama2-25.6m,-604.274395018816,145
3669,delphi-llama2-25.6m,-209.46359294466674,128
3649,delphi-llama2-25.6m,-326.7373814797029,150
